Collection,Device Name,SSID,BSSID,Frequency,Technology Band,SSID Count [AVG],RSSI [AVG],Capability,Status,SSID Count [SUM]
Day2-ATT-MNO-DEF-IN,QualiPoc_083101,HEATKTE-NG,5c:5b:35:60:26:d5,2462,WiFi (2.4 GHz),124,-73,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,1367
Day2-ATT-MNO-DEF-IN,QualiPoc_083101,Walmartwifi,d4:20:b0:d6:eb:ae,5200,WiFi (5 GHz),139,-77,[ESS],,6556
Day2-VZN-MNO-4G-OUT,QualiPoc_083101,MercyMedEquip,50:5c:88:03:0e:c3,2437,WiFi (2.4 GHz),29,-74,[WPA2-PSK-CCMP][RSN-PSK-CCMP][WPA-PSK-TKIP][ESS],,532
Day2-VZN-MNO-4G-IN,QualiPoc_083101,HEATKTE,d4:20:b0:d6:de:b6,5320,WiFi (5 GHz),149,-76,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,15285
Day3_TMO-DEF-L2,QualiPoc_083101,HEATKTE-NG,d4:20:b0:d6:f6:2c,5745,WiFi (5 GHz),166,-74,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,6992
Day3_TMO-DEF-IN-L2,QualiPoc_083101,Eagle,d4:20:b0:d6:e5:ab,5320,WiFi (5 GHz),168,-87,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,1344
Day2-TMO-MNO-DEF-IN,QualiPoc_083101,Eagle,d4:20:b0:cf:f9:cd,5520,WiFi (5 GHz),176,-80,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,6188
Day1-WIFI-IN,QualiPoc_083101,Eagle,d4:20:b0:d6:de:bd,5320,WiFi (5 GHz),166,-71,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,16461
Day2-ATT-MNO-4G-OUT,QualiPoc_083101,m3rcytl$,50:5c:88:03:0e:c0,2437,WiFi (2.4 GHz),32,-74,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][WPA-EAP/SHA1-TKIP+CCMP][ESS],,225
Day1-TMO-MNO-DEF-IN,QualiPoc_083101,Eagle,d4:20:b0:e2:46:dd,5765,WiFi (5 GHz),155,-74,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,9154
Day2-ATT-MNO-DEF-OUTER,QualiPoc_083101,Stonebriar_Springdale,c0:a4:76:30:84:56,2412,WiFi (2.4 GHz),19,-79,[WPA-PSK-CCMP][ESS],,19
Day1-WIFI-IN,QualiPoc_083101,SwimUpstream,d4:20:b0:e2:49:d8,5240,WiFi (5 GHz),172,-70,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,6224
Day2-ATT-MNO-4G-IN,QualiPoc_083101,HEATKTE-NG,d4:20:b0:e2:4a:fc,5320,WiFi (5 GHz),170,-75,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,12120
Day2-TMO-MNO-DEF-IN,QualiPoc_083101,Walmartwifi,d4:20:b0:d6:ec:fe,5220,WiFi (5 GHz),146,-78,[ESS],,2344
Day1-ATT-NH-IN,QualiPoc_083101,Eagle,d4:20:b0:e2:4a:9d,5825,WiFi (5 GHz),163,-75,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,6358
Day3_ATT-NH-IN-L1,QualiPoc_083101,Infusion2609,00:0d:6f:ee:f6:7a,2412,WiFi (2.4 GHz),169,-73,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,1186
Day2-ATT-MNO-4G-IN,QualiPoc_083101,m3rcytl$,50:5c:88:03:0e:cf,5300,WiFi (5 GHz),164,-82,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][WPA-EAP/SHA1-TKIP+CCMP][ESS],,1972
Day2-ATT-MNO-DEF-OUT,QualiPoc_083101,DMH25-941DB9,2a:f3:66:94:1d:b9,2437,WiFi (2.4 GHz),14,-72,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,43
Day2-ATT-MNO-DEF-IN,QualiPoc_083101,m3rcytl$,50:5c:88:03:03:5f,5180,WiFi (5 GHz),153,-78,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][WPA-EAP/SHA1-TKIP+CCMP][ESS],,7374
Day2-VZN-MNO-DEF-OUT,QualiPoc_083101,HEATKTE-NG,d4:20:b0:d6:ec:6c,5765,WiFi (5 GHz),30,-82,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,453
Day1-ATT-NH-OUT,QualiPoc_083101,m3rcytl$,50:5c:88:03:7f:7f,5785,WiFi (5 GHz),38,-83,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][WPA-EAP/SHA1-TKIP+CCMP][ESS],,77
Day2-VZN-MNO-DEF-OUTER,QualiPoc_083101,LJBC-Guest,80:03:84:56:5f:6c,5620,WiFi (5 GHz),45,-86,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,45
