Collection,Device Name,SSID,BSSID,Frequency,Technology Band,SSID Count [AVG],RSSI [AVG],Capability,Status,SSID Count [SUM]
Day3_ATT-MNO-DEF-IN-L1,QualiPoc_083101,Walmartwifi,d4:20:b0:e2:4b:8e,5240,WiFi (5 GHz),182,-79,[ESS],,2735
Day2-TMO-MNO-4G-IN,QualiPoc_083101,HEATKTE-NG,d4:20:b0:ea:81:86,2437,WiFi (2.4 GHz),165,-74,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,330
Day3_ATT-MNO-DEF-IN-L2,QualiPoc_083101,Eagle,d4:20:b0:e2:40:dd,5220,WiFi (5 GHz),166,-85,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,3326
Day2-TMO-MNO-DEF-IN,QualiPoc_083101,Walmartwifi,d4:20:b0:e2:44:fe,5280,WiFi (5 GHz),162,-75,[ESS],,5514
Day2-ATT-MNO-4G-OUT,QualiPoc_083101,HEATKTE-NG,d4:20:b0:d6:e5:aa,5320,WiFi (5 GHz),23,-86,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,164
Day2-VZN-MNO-DEF-IN,QualiPoc_083101,HEATKTE-NG,d4:20:b0:ea:7f:87,5745,WiFi (5 GHz),160,-77,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,1603
Day1-ATT-MNO-DEF-IN,QualiPoc_083101,Walmartwifi,d4:20:b0:e2:4a:ce,5825,WiFi (5 GHz),166,-73,[ESS],,8323
Day1-ATT-NH-OUT,QualiPoc_083101,BYOD@Mercy,50:5c:88:03:03:5b,5180,WiFi (5 GHz),39,-82,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],,477
Day2-VZN-MNO-4G-OUT,QualiPoc_083101,MercyInternal,50:5c:88:03:4b:21,2462,WiFi (2.4 GHz),29,-74,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],,58
Day2-VZN-MNO-4G-IN,QualiPoc_083101,Walmartwifi,d4:20:b0:d6:ef:0e,5260,WiFi (5 GHz),151,-80,[ESS],,2869
Day2-ATT-MNO-DEF-OUTER,QualiPoc_083101,BYOD@Mercy,50:5c:88:03:4b:24,2462,WiFi (2.4 GHz),23,-77,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],,94
Day1-ATT-MNO-DEF-IN,QualiPoc_083101,m3rcytl$vo1p,50:5c:88:03:cc:8d,5805,WiFi (5 GHz),179,-77,[WPA2-EAP/SHA1+?-CCMP][RSN-EAP/SHA1+?-CCMP][ESS],,13449
Day2-VZN-MNO-DEF-IN,QualiPoc_083101,HEATKTE-NG,d4:20:b0:d6:ec:6c,5765,WiFi (5 GHz),156,-78,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,10038
Day3_TMO-NH-L1,QualiPoc_083101,HEATKTE,d4:20:b0:d6:ec:f6,5220,WiFi (5 GHz),129,-87,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,129
Day1-TMO-MNO-DEF-IN,QualiPoc_083101,HEATKTE-NG,d4:20:b0:e2:3e:9c,5680,WiFi (5 GHz),147,-73,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,22072
Day3_unnamed,QualiPoc_083101,HEATKTE,d4:20:b0:e2:4a:96,5825,WiFi (5 GHz),147,-67,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,2810
Day2-TMO-MNO-4G-IN,QualiPoc_083101,CR202-0796BB,ec:6e:79:07:96:bb,2462,WiFi (2.4 GHz),179,-72,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,2515
Day2-ATT-MNO-DEF-OUT,QualiPoc_083101,MercyInternal,50:5c:88:03:03:51,2412,WiFi (2.4 GHz),27,-76,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],,27
Day2-ATT-MNO-DEF-IN,QualiPoc_083101,HEATKTE-NG,d4:20:b0:d6:de:bc,5320,WiFi (5 GHz),133,-76,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,15641
Day2-VZN-MNO-DEF-IN,QualiPoc_083101,HEATKTE-NG,d4:dc:09:78:74:0a,5805,WiFi (5 GHz),135,-74,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,12608
Day1-ATT-MNO-DEF-IN,QualiPoc_083101,LiveBetter,d4:dc:09:78:74:09,5805,WiFi (5 GHz),159,-75,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,14369
Day1-WIFI-IN,QualiPoc_083101,Walmartwifi,d4:dc:09:63:55:1c,5805,WiFi (5 GHz),182,-74,[ESS],,1639
Day3_TMO-NH-L1,QualiPoc_083101,SaveMoney,d4:20:b0:e2:4a:25,2462,WiFi (2.4 GHz),144,-71,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,5760
Day1-WIFI-IN,QualiPoc_083101,SaveMoney,d4:20:b0:d6:e5:c3,2462,WiFi (2.4 GHz),162,-67,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,9726
Day2-ATT-MNO-4G-IN,QualiPoc_083101,HEATKTE-NG,d4:20:b0:d6:45:ec,5680,WiFi (5 GHz),172,-79,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,10520
Day1-TMO-MNO-DEF-IN,QualiPoc_083101,HEATKTE,d4:20:b0:d6:45:e6,5680,WiFi (5 GHz),157,-78,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,14937
Day1-WIFI-IN,QualiPoc_083101,HEATKTE-NG,5c:5b:35:60:0c:a9,5500,WiFi (5 GHz),96,-85,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,193
Day2-TMO-MNO-4G-OUT,QualiPoc_083101,HEATKTE,5c:5b:35:60:0b:12,2412,WiFi (2.4 GHz),24,-68,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,1820
Day1-TMO-NH-IN,QualiPoc_083101,m3rcytl$vo1p,50:5c:88:03:4b:2d,5260,WiFi (5 GHz),145,-79,[WPA2-EAP/SHA1+?-CCMP][RSN-EAP/SHA1+?-CCMP][ESS],,3770
Day1-TMO-MNO-DEF-OUT,QualiPoc_083101,My VW 7997,32:b4:b8:5b:56:81,2437,WiFi (2.4 GHz),16,-73,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,228
Day1-ATT-NH-IN,QualiPoc_083101,Walmartwifi,d4:20:b0:d6:ed:17,2462,WiFi (2.4 GHz),144,-66,[ESS],,2315
Day2-ATT-MNO-4G-IN,QualiPoc_083101,SwimUpstream,5c:5b:35:60:0a:c4,5300,WiFi (5 GHz),131,-81,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,655
Day3_TMO-DEF-L1-V1,QualiPoc_083101,HEATKTE-NG,d4:20:b0:e2:3f:bc,5805,WiFi (5 GHz),157,-86,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,471
Day1-WIFI-IN,QualiPoc_083101,ScenXus-b072bfbc4ae2,b2:72:bf:bc:4a:e2,2422,WiFi (2.4 GHz),177,-61,[ESS],,1774
Day3_TMO-NH-L2,QualiPoc_083101,HEATKTE,d4:20:b0:d6:f6:86,5280,WiFi (5 GHz),152,-87,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,763
Day2-TMO-MNO-4G-IN,QualiPoc_083101,HEATKTE,d4:20:b0:cf:f9:c6,5520,WiFi (5 GHz),178,-80,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,7856
Day2-ATT-MNO-DEF-OUTER,QualiPoc_083101,Porcher,08:a7:c0:1d:0d:2b,5785,WiFi (5 GHz),19,-78,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],,58
Day2-TMO-MNO-4G-IN,QualiPoc_083101,HEATKTE-NG,d4:20:b0:e2:45:5c,5540,WiFi (5 GHz),174,-72,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,9222
Day2-TMO-MNO-DEF-OUT,QualiPoc_083101,Pixel_1689,96:6c:79:ac:8e:62,2412,WiFi (2.4 GHz),21,-73,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS][MFPC],,106
Day2-ATT-MNO-4G-IN,QualiPoc_083101,m3rcytl$,50:5c:88:02:c9:c0,2462,WiFi (2.4 GHz),164,-68,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][WPA-EAP/SHA1-TKIP+CCMP][ESS],,1645
Day2-ATT-MNO-DEF-OUTER,QualiPoc_083101,Caseys Private,f6:55:b8:07:33:82,5805,WiFi (5 GHz),25,-84,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],,25
Day2-ATT-MNO-DEF-IN,QualiPoc_083101,BYOD@Mercy,50:5c:88:03:7f:7b,5785,WiFi (5 GHz),151,-77,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],,6824
Day2-TMO-MNO-DEF-OUT,QualiPoc_083101,MercyMedEquip,50:5c:88:03:4b:23,2462,WiFi (2.4 GHz),28,-73,[WPA2-PSK-CCMP][RSN-PSK-CCMP][WPA-PSK-TKIP][ESS],,678
Day2-ATT-MNO-4G-OUT,QualiPoc_083101,MercyInternal,50:5c:88:03:4b:2e,5260,WiFi (5 GHz),33,-85,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],,33
Day3_TMO-DEF-L2,QualiPoc_083101,Walmartwifi,d4:20:b0:e2:40:de,5220,WiFi (5 GHz),166,-73,[ESS],,1498
Day3_ATT-NH-IN-L2,QualiPoc_083101,HEATKTE-NG,5c:5b:35:60:2c:57,5180,WiFi (5 GHz),169,-85,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,11003
Day3_TMO-NH-L2,QualiPoc_083101,MercyInternal,50:5c:88:03:4b:21,2462,WiFi (2.4 GHz),151,-64,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],,1970
Day3_ATT-NH-IN-L1,QualiPoc_083101,BYOD@Mercy,50:5c:88:03:5a:b4,2437,WiFi (2.4 GHz),170,-79,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],,1194
Day2-TMO-MNO-DEF-OUT,QualiPoc_083101,Arvest-DBSI,6c:8d:77:31:b9:c1,2462,WiFi (2.4 GHz),19,-77,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,298
Day2-TMO-MNO-4G-IN,QualiPoc_083101,SwimUpstream,d4:dc:09:63:55:16,5805,WiFi (5 GHz),133,-75,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,2394
Day2-ATT-MNO-4G-IN,QualiPoc_083101,HEATKTE,5c:5b:35:5f:f3:b2,5260,WiFi (5 GHz),152,-82,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,1672
Day2-ATT-MNO-4G-OUT,QualiPoc_083101,BYOD@Mercy,50:5c:88:03:03:54,2462,WiFi (2.4 GHz),31,-75,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],,248
Day2-TMO-MNO-4G-IN,QualiPoc_083101,m3rcytl$,50:5c:88:03:cc:8f,5805,WiFi (5 GHz),167,-77,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][WPA-EAP/SHA1-TKIP+CCMP][ESS],,14063
Day2-VZN-MNO-4G-IN,QualiPoc_083101,Eagle,d4:20:b0:e2:45:5d,5540,WiFi (5 GHz),166,-69,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,7980
Day1-TMO-MNO-DEF-IN,QualiPoc_083101,DIRECT-roku-J5G-E5E2F3,8e:c8:a0:77:a0:a6,5180,WiFi (5 GHz),140,-78,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],,14284
Day2-VZN-MNO-4G-IN,QualiPoc_083101,BYOD@Mercy,50:5c:88:03:7f:74,2412,WiFi (2.4 GHz),162,-69,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],,4887
Day1-ATT-MNO-DEF-IN,QualiPoc_083101,SaveMoney,5c:5b:35:5f:f1:02,2412,WiFi (2.4 GHz),166,-73,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,667
Day1-WIFI-IN,QualiPoc_083101,LiveBetter,d4:20:b0:d6:e5:a9,5320,WiFi (5 GHz),171,-75,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,9439
Day3_TMO-NH-L2,QualiPoc_083101,Eagle,d4:20:b0:d6:f6:5d,5500,WiFi (5 GHz),147,-80,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,6911
Day3_TMO-NH-L2,QualiPoc_083101,HEATKTE,d4:20:b0:d6:eb:76,5540,WiFi (5 GHz),149,-82,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,3138
Day3_unnamed,QualiPoc_083101,HEATKTE-NG,d4:20:b0:e2:4b:5c,5680,WiFi (5 GHz),150,-83,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,1504
Day3_ATT-NH-IN-L1,QualiPoc_083101,HEATKTE-NG,d4:20:b0:d6:f6:8c,5280,WiFi (5 GHz),169,-67,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,9139
Day2-ATT-MNO-4G-IN,QualiPoc_083101,HEATKTE,d4:20:b0:d6:f5:f6,5765,WiFi (5 GHz),159,-76,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,18828
Day3_TMO-NH-L1,QualiPoc_083101,LiveBetter,d4:20:b0:d6:f6:5b,5500,WiFi (5 GHz),143,-61,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,14236
Day3_TMO-NH-L1,QualiPoc_083101,LiveBetter,d4:20:b0:d6:f6:8b,5280,WiFi (5 GHz),143,-67,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,14517
Day1-WIFI-IN,QualiPoc_083101,SwimUpstream,d4:20:b0:e2:4a:c8,5825,WiFi (5 GHz),179,-73,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,5913
Day1-TMO-MNO-DEF-IN,QualiPoc_083101,LiveBetter,d4:20:b0:d6:ef:0b,5260,WiFi (5 GHz),138,-80,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,8171
Day1-ATT-MNO-DEF-OUT,QualiPoc_083101,Walmartwifi,d4:20:b0:d6:ec:87,2412,WiFi (2.4 GHz),33,-72,[ESS],,168
Day1-WIFI-IN,QualiPoc_083101,ScenXus-b072bfbe24b4,b2:72:bf:be:24:b4,2422,WiFi (2.4 GHz),197,-67,[ESS],,197
Day3_ATT-NH-IN-L1,QualiPoc_083101,HEATKTE,d4:20:b0:e2:4d:06,5520,WiFi (5 GHz),164,-87,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,329
Day1-ATT-NH-IN,QualiPoc_083101,HEATKTE,d4:20:b0:d6:e5:a3,5320,WiFi (5 GHz),161,-77,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,9383
Day2-ATT-MNO-4G-IN,QualiPoc_083101,m3rcytl$vo1p,50:5c:88:03:0e:cd,5300,WiFi (5 GHz),164,-83,[WPA2-EAP/SHA1+?-CCMP][RSN-EAP/SHA1+?-CCMP][ESS],,1972
Day2-TMO-MNO-4G-OUT,QualiPoc_083101,HEATKTE,d4:20:b0:ea:7a:c2,2462,WiFi (2.4 GHz),22,-73,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,112
Day1-ATT-NH-IN,QualiPoc_083101,SwimUpstream,d4:20:b0:d6:e8:18,5540,WiFi (5 GHz),143,-76,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,7484
Day1-TMO-NH-OUT,QualiPoc_083101,HEATKTE,d4:20:b0:e2:46:d6,5765,WiFi (5 GHz),54,-86,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,54
Day3_ATT-NH-IN-L1,QualiPoc_083101,Eagle,d4:20:b0:d6:45:ed,5680,WiFi (5 GHz),169,-72,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,8823
Day3_TMO-DEF-IN-L2,QualiPoc_083101,HEATKTE-NG,d4:20:b0:e2:44:fc,5280,WiFi (5 GHz),167,-85,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,669
Day1-ATT-MNO-DEF-OUT,QualiPoc_083101,SwimUpstream,d4:20:b0:d6:ee:a8,5700,WiFi (5 GHz),40,-80,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,81
Day2-VZN-MNO-4G-IN,QualiPoc_083101,HEATKTE,d4:20:b0:ea:7f:a2,2462,WiFi (2.4 GHz),171,-71,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,1203
Day2-ATT-MNO-4G-IN,QualiPoc_083101,MercyInternal,50:5c:88:03:7f:71,2412,WiFi (2.4 GHz),165,-64,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],,1325
Day1-TMO-MNO-DEF-IN,QualiPoc_083101,SaveMoney,d4:20:b0:d6:46:05,2412,WiFi (2.4 GHz),151,-71,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,13516
Day1-WIFI-IN,QualiPoc_083101,Eagle,d4:20:b0:e2:4a:9d,5825,WiFi (5 GHz),182,-74,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,6190
Day1-TMO-MNO-DEF-IN,QualiPoc_083101,CR202-0796BB,ec:6e:79:07:96:bb,2462,WiFi (2.4 GHz),178,-71,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,4814
Day2-TMO-MNO-DEF-OUT,QualiPoc_083101,SwElmSprings,a8:fb:40:5d:78:98,5200,WiFi (5 GHz),31,-87,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS][MFPC],,124
Day2-VZN-MNO-DEF-IN,QualiPoc_083101,LiveBetter,d4:20:b0:cf:f9:cb,5520,WiFi (5 GHz),163,-77,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,4906
Day2-VZN-MNO-DEF-OUT,QualiPoc_083101,GoHealth Guest,ea:cb:bc:97:2e:d3,2412,WiFi (2.4 GHz),22,-79,[ESS],,44
Day1-TMO-MNO-DEF-IN,QualiPoc_083101,SwimUpstream,5c:5b:35:60:24:74,5825,WiFi (5 GHz),172,-87,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,172
Day2-ATT-MNO-DEF-OUT,QualiPoc_083101,TJCElmSprings5G,1c:9d:72:a4:6f:a8,5200,WiFi (5 GHz),21,-82,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],,170
Day1-TMO-NH-IN,QualiPoc_083101,MercyInternal,50:5c:88:03:0e:c1,2437,WiFi (2.4 GHz),147,-67,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],,589
Day2-VZN-MNO-4G-IN,QualiPoc_083101,LiveBetter,d4:20:b0:d6:e3:6b,5700,WiFi (5 GHz),156,-83,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,1098
Day1-ATT-MNO-DEF-IN,QualiPoc_083101,Eagle,d4:20:b0:d6:eb:ad,5200,WiFi (5 GHz),173,-74,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,8846
Day2-ATT-MNO-4G-IN,QualiPoc_083101,HEATKTE,5c:5b:35:60:26:b2,5785,WiFi (5 GHz),141,-82,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,2262
Day3_ATT-MNO-DEF-IN-L2,QualiPoc_083101,HEATKTE,d4:20:b0:d6:ec:66,5765,WiFi (5 GHz),162,-75,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,10425
Day2-TMO-MNO-DEF-OUT,QualiPoc_083101,Rusty the dog 2.4G,cc:be:59:35:8e:f3,2462,WiFi (2.4 GHz),37,-82,[WPA2-PSK-CCMP][RSN-PSK-CCMP][WPA-PSK-CCMP][ESS][WPS],,37
Day3_ATT-MNO-DEF-IN-L1,QualiPoc_083101,HEATKTE,d4:20:b0:e2:4b:26,5180,WiFi (5 GHz),168,-83,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,11438
Day1-TMO-NH-IN,QualiPoc_083101,Eagle,d4:20:b0:e2:4b:5d,5680,WiFi (5 GHz),123,-75,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,10890
Day1-WIFI-IN,QualiPoc_083101,BYOD@Mercy,50:5c:88:03:7f:74,2412,WiFi (2.4 GHz),171,-68,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],,3951
Day2-TMO-MNO-DEF-IN,QualiPoc_083101,LiveBetter,d4:20:b0:d6:e8:1b,5540,WiFi (5 GHz),140,-73,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,7322
Day2-TMO-MNO-DEF-IN,QualiPoc_083101,HEATKTE,5c:5b:35:60:2b:92,5220,WiFi (5 GHz),154,-79,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,2618
Day1-ATT-MNO-DEF-IN,QualiPoc_083101,SwimUpstream,d4:20:b0:e2:4b:88,5240,WiFi (5 GHz),184,-81,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,3131
Day2-ATT-MNO-DEF-IN,QualiPoc_083101,SaveMoney,d4:dc:09:49:11:d2,2462,WiFi (2.4 GHz),109,-72,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,989
Day2-TMO-MNO-DEF-IN,QualiPoc_083101,Infusion2609,00:0d:6f:ee:f6:7a,2412,WiFi (2.4 GHz),148,-72,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,4440
Day2-TMO-MNO-DEF-IN,QualiPoc_083101,Imperial365,a8:c0:ea:b9:95:24,2462,WiFi (2.4 GHz),169,-66,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,6944
Day2-TMO-MNO-DEF-OUTER,QualiPoc_083101,ATTGappQDJ,6c:4b:b4:a1:26:e4,2437,WiFi (2.4 GHz),21,-77,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS][MFPC],,84
Day2-VZN-MNO-DEF-OUTER,QualiPoc_083101,Arvest-DBSI,6c:8d:77:31:b9:c1,2462,WiFi (2.4 GHz),17,-77,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,125
Day1-TMO-NH-IN,QualiPoc_083101,HEATKTE,d4:20:b0:d6:ec:36,5540,WiFi (5 GHz),128,-77,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,2063
Day1-TMO-NH-IN,QualiPoc_083101,HEATKTE-NG,d4:20:b0:e2:48:8c,5200,WiFi (5 GHz),139,-80,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,14186
Day2-TMO-MNO-DEF-OUTER,QualiPoc_083101,BevTrak,8a:18:88:4f:ac:b7,2462,WiFi (2.4 GHz),11,-79,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,11
Day2-ATT-MNO-DEF-IN,QualiPoc_083101,SaveMoney,5c:5b:35:5f:f3:72,2437,WiFi (2.4 GHz),130,-77,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,261
Day2-TMO-MNO-DEF-IN,QualiPoc_083101,HEATKTE-NG,d4:20:b0:d6:f5:fc,5765,WiFi (5 GHz),158,-77,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,14277
Day1-ATT-NH-IN,QualiPoc_083101,LiveBetter,d4:20:b0:e2:44:fb,5280,WiFi (5 GHz),162,-74,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,4880
Day2-TMO-MNO-4G-IN,QualiPoc_083101,SaveMoney,d4:20:b0:e2:4b:a5,2437,WiFi (2.4 GHz),154,-71,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,6477
Day2-TMO-MNO-DEF-IN,QualiPoc_083101,Walmartwifi,5c:5b:35:60:04:38,5260,WiFi (5 GHz),147,-84,[ESS],,589
Day3_ATT-MNO-DEF-IN-L1,QualiPoc_083101,SwimUpstream,d4:20:b0:e2:48:88,5240,WiFi (5 GHz),172,-79,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,6038
Day2-TMO-MNO-4G-OUT,QualiPoc_083101,m3rcytl$,50:5c:88:03:4b:20,2462,WiFi (2.4 GHz),26,-73,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][WPA-EAP/SHA1-TKIP+CCMP][ESS],,78
Day3_ATT-NH-IN-L2,QualiPoc_083101,BYOD@Mercy,50:5c:88:03:4b:2b,5260,WiFi (5 GHz),168,-78,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],,14966
